,Salary,Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PTS,+/-,E+/-,PIM,Shifts,TOI,TOIX,TOI/GP,TOI/GP.1,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60,iCF,iCF.1,iFF,iSF,iSF.1,iSF.2,ixG,iSCF,iRB,iRS,iDS,sDist,sDist.1,Pass,iHF,iHF.1,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,iGVA.1,iTKA.1,iBLK.1,BLK%,iFOW,iFOL,iFOW.1,iFOL.1,FO%,%FOT,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPEND,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,SCF,SCA,GF,GA,RBF,RBA,RSF,RSA,DSF,DSA,FOW,FOL,HF,HA,GVA,TKA,PENT,PEND,OPS,DPS,PS,OTOI,Grit,DAP,Pace,GS,GS/G,G/GP,A/GP,YearBorn,age,BMI,Adjusted +/-,PIM/GP,iFF/GP,iSF/GP,ixG/GP,iSCF/GP,Pass/GP,iHF/GP,iHA/GP,iMiss/GP,iGVA/GP,iTKA/GP,iBLK/GP,iPEND/GP,iPENT/GP,SCF/GP,SCA/GP,GF/GP,GA/GP,Player Value,Difference in valuation
419,5600000,83-09-27,Edmonton,AB,CAN,CAN,76,221,2002.0,1.0,3.0,L,Bouwmeester,Jay,D,STL,81,1,14,7,7,15,6,-3.1,28,2366,108889,1807.0,22.4,22.37,39.0,21.1,9.9,0.914,1013.0,2.36,2.76,46.1,-12,-0.4,205.0,205,139.0,106.0,106,106,4.5,7.0,4.0,2.0,6.0,52.1,45.9,136.5,67,67.0,115.0,-48.0,33,37,11,111,37.0,11.0,111.0,6.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,32,0,1,52,9,0,0,44,14,3,14.0,2.0,-11,-3.3,14,0,0,0,0,1325.0,1788.0,995.0,1334.0,720.0,970.0,59.0,81.8,187.0,255.0,71.0,83.0,48.0,63.0,60.0,53.0,108,116,929.0,916.0,558.0,630.0,162.0,204.0,106.0,74.0,-0.5,4.6,4.1,2823.03,206,5.6,103.4,17.0,0.21,0.012345679012345678,0.1728395061728395,1983,39,8235441.593599999,9.1,0.345679012345679,1.7160493827160495,1.308641975308642,0.05555555555555555,0.08641975308641975,1.6851851851851851,0.8271604938271605,1.4197530864197532,0.4074074074074074,0.4567901234567901,0.13580246913580246,1.3703703703703705,0.024691358024691357,0.1728395061728395,2.308641975308642,3.1481481481481484,0.8765432098765432,1.0246913580246915,4537043.409368412,-1062956.5906315884
423,2100000,88-04-20,Hartford,CT,USA,USA,73,196,2007.0,6.0,173.0,L,Bonino,Nick,C,PIT,80,18,19,12,7,37,-5,-4.5,16,1883,79931,1330.1,16.65,16.64,28.1,72.5,7.8,0.915,993.0,2.3,2.84,44.7,-12,-0.54,226.0,226,180.0,142.0,142,142,16.3,65.0,16.0,15.0,31.0,25.7,23.3,232.8,60,60.0,86.0,-26.0,38,24,41,99,24.0,41.0,99.0,7.4,582,631,582.0,631.0,48.0,93.5,238,257,186,207,158,167,197,178,203,222,348,401,0,3,1,0,0,0,2,0,0,3,1,0,12,0,2,2,34,16,0,3,17,12,2,92,8,7,8.0,5.0,-1,-2.4,8,0,0,0,0,1114.0,1342.0,851.0,961.0,655.0,740.0,61.0,73.4,218.0,261.0,51.0,63.0,56.0,73.0,41.0,43.0,97,116,626.0,672.0,428.0,590.0,155.0,139.0,55.0,61.0,2.3,0.7,3.0,3403.59,175,12.6,110.8,33.1,0.41,0.225,0.2375,1988,34,6738592.974400001,-0.5,0.2,2.25,1.775,0.20375000000000001,0.8125,2.91,0.75,1.075,0.475,0.3,0.5125,1.2375,0.0625,0.1,2.725,3.2625,0.6375,0.7875,2148351.186139584,48351.18613958405
425,3250000,81-10-04,Cobourg,ON,CAN,CAN,73,188,2000.0,1.0,28.0,R,Williams,Justin,RW,WSH,80,24,24,8,16,48,14,10.2,50,1538,74288,1235.6,15.48,15.47,27.6,67.6,10.0,0.926,1026.0,3.45,1.75,66.4,35,1.7,290.0,290,235.0,167.0,167,167,20.5,83.0,19.0,15.0,34.0,30.5,27.8,134.2,28,28.0,123.0,-95.0,68,44,37,41,44.0,37.0,41.0,4.4,64,53,64.0,53.0,54.7,10.8,8,3,6,4,50,46,26,14,28,24,30,30,0,4,4,0,0,0,1,2,3,2,5,0,11,0,2,8,58,17,2,18,18,16,1,95,25,16,22.0,12.0,-9,-8.9,25,0,0,0,0,1306.0,933.0,987.0,702.0,711.0,489.0,66.8,45.1,240.0,168.0,71.0,36.0,47.0,33.0,66.0,68.0,113,101,529.0,554.0,322.0,438.0,228.0,160.0,64.0,61.0,4.4,1.8,6.2,3242.63,119,2.6,108.7,55.4,0.69,0.3,0.3,1981,41,6463548.363200001,3.8000000000000007,0.625,2.9375,2.0875,0.25625,1.0375,1.6774999999999998,0.35,1.5375,0.85,0.55,0.4625,0.5125,0.15,0.275,3.0,2.1,0.8875,0.45,4613928.578102868,1363928.578102868
426,1100000,83-03-02,Kingston,ON,CAN,CAN,73,205,2001.0,2.0,57.0,L,McClement,Jay,C,CAR,65,5,3,2,1,8,-8,-4.3,18,1120,44392,739.3,11.38,11.38,20.5,53.3,6.1,0.901,962.0,1.22,3.17,27.8,-24,-1.95,87.0,87,65.0,37.0,37,37,6.4,25.0,5.0,12.0,17.0,23.5,21.7,70.9,49,49.0,57.0,-8.0,28,15,29,40,15.0,29.0,40.0,5.1,253,272,253.0,272.0,48.2,87.8,105,120,87,93,61,59,80,71,76,86,169,182,0,0,1,0,0,0,0,0,2,0,1,0,2,0,1,1,26,6,0,4,4,3,0,20,9,5,9.0,5.0,-4,-3.1,9,0,0,0,0,501.0,784.0,351.0,576.0,247.0,394.0,21.1,39.0,77.0,133.0,15.0,39.0,16.0,28.0,40.0,30.0,56,58,283.0,315.0,309.0,322.0,83.0,133.0,34.0,26.0,-0.6,0.6,0.0,2869.53,107,8.7,104.3,3.2,0.05,0.07692307692307693,0.046153846153846156,1983,39,7048018.162000001,-3.7,0.27692307692307694,1.0,0.5692307692307692,0.09846153846153846,0.38461538461538464,1.090769230769231,0.7538461538461538,0.8769230769230769,0.4307692307692308,0.23076923076923078,0.4461538461538462,0.6153846153846154,0.07692307692307693,0.13846153846153847,1.1846153846153846,2.046153846153846,0.23076923076923078,0.6,1295800.1575983095,195800.15759830945
428,2750000,88-08-05,Winnipeg,MB,CAN,CAN,74,206,2008.0,4.0,111.0,R,Weise,Dale,RW,PHI,64,8,7,4,3,15,1,7.0,39,1122,49466,824.4,12.88,12.88,25.0,46.9,7.8,0.902,980.0,2.33,2.18,51.6,2,0.15,144.0,144,122.0,94.0,94,94,9.3,39.0,11.0,7.0,18.0,27.6,27.5,111.0,135,135.0,70.0,65.0,28,14,13,24,14.0,13.0,24.0,3.7,3,0,3.0,0.0,100.0,0.4,0,0,0,0,3,0,0,0,0,0,3,0,0,1,2,0,0,0,1,0,0,4,1,0,2,0,0,1,27,16,1,4,29,6,3,35,10,7,8.0,5.0,-3,-3.2,6,3,0,0,1,794.0,642.0,568.0,441.0,412.0,307.0,33.5,26.7,115.0,90.0,32.0,30.0,40.0,27.0,35.0,33.0,75,60,370.0,338.0,424.0,410.0,103.0,62.0,38.0,41.0,0.2,1.1,1.3,2474.29,201,24.7,104.5,23.2,0.36,0.125,0.109375,1988,34,7277766.0896000005,-6.0,0.609375,1.90625,1.46875,0.1453125,0.609375,1.734375,2.109375,1.09375,0.4375,0.21875,0.203125,0.375,0.078125,0.125,1.796875,1.40625,0.5,0.46875,2179181.8785365075,-570818.1214634925
429,775000,91-02-22,LaSalle,QC,CAN,CAN,73,216,2009.0,3.0,84.0,L,Deslauriers,Nicolas,LW,BUF,42,0,2,2,0,2,-6,-6.0,38,420,18688,311.3,7.42,7.41,15.6,50.0,3.7,0.945,982.0,0.77,1.93,28.6,-6,-1.16,46.0,46,37.0,26.0,26,26,2.5,7.0,2.0,2.0,4.0,30.0,28.1,97.0,109,109.0,26.0,83.0,11,3,2,5,3.0,2.0,5.0,1.7,0,3,0.0,3.0,0.0,1.2,0,0,0,0,0,3,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,7,2,2,3,1,0,11,9,3,8.0,2.0,-6,-5.0,4,4,0,1,0,198.0,301.0,143.0,233.0,107.0,182.0,8.2,13.3,26.0,40.0,4.0,10.0,7.0,15.0,10.0,11.0,17,26,111.0,131.0,245.0,149.0,37.0,23.0,23.0,11.0,-0.7,0.1,-0.5,1688.64,156,27.8,96.2,-3.5,-0.08,0.0,0.047619047619047616,1991,31,7426204.5024000015,0.0,0.9047619047619048,0.8809523809523809,0.6190476190476191,0.05952380952380952,0.16666666666666666,2.3095238095238093,2.5952380952380953,0.6190476190476191,0.2619047619047619,0.07142857142857142,0.047619047619047616,0.11904761904761904,0.047619047619047616,0.19047619047619047,0.6190476190476191,0.9523809523809523,0.09523809523809523,0.23809523809523808,812766.3317302485,37766.33173024852
430,715000,94-07-18,Markham,ON,CAN,CAN,72,200,2012.0,6.0,162.0,L,Blandisi,Joseph,LW/C,N.J,27,3,6,4,2,9,-10,-0.5,26,490,21643,344.7,13.37,13.16,24.6,60.0,8.8,0.904,993.0,2.61,2.61,50.0,0,0.0,48.0,50,38.0,24.0,24,24,3.5,16.0,0.0,1.0,1.0,26.8,26.2,66.8,37,36.0,25.0,11.0,15,4,7,6,4.0,7.0,6.0,2.1,76,93,73.0,86.0,45.0,51.6,27,30,28,35,21,28,13,8,36,52,51,49,1,0,2,0,0,0,1,0,1,0,1,0,0,1,1,1,12,1,0,3,12,2,0,6,10,2,8.0,2.0,-8,-6.5,8,2,0,0,0,329.0,283.0,254.0,227.0,170.0,157.0,16.8,12.3,63.0,38.0,15.0,15.0,11.0,6.0,10.0,12.0,21,18,149.0,159.0,127.0,121.0,42.0,26.0,28.0,22.0,0.3,0.1,0.4,1058.5,71,5.5,106.5,6.3,0.24,0.1111111111111111,0.2222222222222222,1994,28,6689018.880000001,-9.5,0.9629629629629629,1.4074074074074074,0.8888888888888888,0.12962962962962962,0.5925925925925926,2.474074074074074,1.3703703703703705,0.9259259259259259,0.5555555555555556,0.14814814814814814,0.25925925925925924,0.2222222222222222,0.07407407407407407,0.2962962962962963,2.3333333333333335,1.4074074074074074,0.5555555555555556,0.5555555555555556,861319.6379622209,146319.63796222094
432,2200000,89-12-24,Brandon,MB,CAN,CAN,71,188,2008.0,5.0,127.0,L,Calvert,Matt,LW,CBJ,65,10,5,2,3,15,-4,-5.7,48,1230,52054,866.5,13.35,13.34,24.0,50.0,8.5,0.909,995.0,2.08,2.98,41.1,-13,-0.9,154.0,154,126.0,92.0,92,92,11.2,46.0,6.0,14.0,20.0,25.0,22.8,33.3,61,61.0,88.0,-27.0,34,15,23,34,15.0,23.0,34.0,3.8,2,14,2.0,14.0,12.5,1.9,1,3,0,4,1,7,1,6,1,7,1,4,0,0,1,2,0,0,1,0,0,4,2,0,3,1,3,5,25,11,1,3,26,5,4,42,17,10,14.0,9.0,-7,-0.1,14,2,0,0,1,639.0,903.0,485.0,685.0,352.0,474.0,33.3,49.7,122.0,174.0,30.0,43.0,24.0,37.0,35.0,31.0,59,68,387.0,455.0,281.0,296.0,88.0,78.0,53.0,40.0,0.4,0.7,1.1,2741.63,145,6.0,106.8,12.0,0.18,0.15384615384615385,0.07692307692307693,1989,33,6114232.9328000005,1.7000000000000002,0.7384615384615385,1.9384615384615385,1.4153846153846155,0.1723076923076923,0.7076923076923077,0.5123076923076922,0.9384615384615385,1.353846153846154,0.5230769230769231,0.23076923076923078,0.35384615384615387,0.5230769230769231,0.13846153846153847,0.2153846153846154,1.876923076923077,2.6769230769230767,0.46153846153846156,0.6615384615384615,1987984.3474903132,-212015.65250968677
433,1000000,92-12-05,Strathroy,ON,CAN,CAN,74,205,2011.0,1.0,17.0,L,Beaulieu,Nathan,D,MTL,74,4,24,14,10,28,8,0.0,44,1742,86490,1439.3,19.48,19.47,33.7,35.9,10.7,0.924,1031.0,3.25,2.29,58.6,23,0.96,235.0,235,159.0,118.0,118,118,5.7,10.0,8.0,12.0,20.0,49.4,44.6,189.1,65,65.0,176.0,-111.0,41,71,16,102,71.0,16.0,102.0,7.8,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,2,1,4,6,30,2,0,30,10,1,1,74,15,11,14.0,12.0,-4,3.7,12,2,0,0,1,1407.0,1316.0,1014.0,948.0,729.0,720.0,65.9,62.5,224.0,206.0,78.0,55.0,48.0,60.0,91.0,93.0,139,153,646.0,600.0,538.0,765.0,268.0,153.0,86.0,76.0,1.7,3.9,5.6,2833.18,213,6.8,113.5,35.2,0.48,0.05405405405405406,0.32432432432432434,1992,30,7242437.1280000005,8.0,0.5945945945945946,2.1486486486486487,1.5945945945945945,0.07702702702702703,0.13513513513513514,2.555405405405405,0.8783783783783784,2.3783783783783785,0.5540540540540541,0.9594594594594594,0.21621621621621623,1.3783783783783783,0.16216216216216217,0.1891891891891892,3.027027027027027,2.7837837837837838,1.054054054054054,0.7432432432432432,1707397.1878502837,707397.1878502837
434,1300000,91-01-14,Toronto,ON,CAN,CAN,74,200,2009.0,1.0,15.0,L,Holland,Peter,C,ARI/TOR,48,5,7,3,4,12,-16,-7.0,22,793,36720,611.8,12.75,12.75,23.5,63.2,6.3,0.903,966.0,1.86,3.24,36.5,-14,-1.37,127.0,127,108.0,79.0,79,79,8.3,28.0,5.0,8.0,13.0,28.3,26.7,59.3,37,37.0,37.0,0.0,29,16,21,9,16.0,21.0,9.0,1.5,228,274,228.0,274.0,45.4,84.9,67,96,85,89,76,89,74,96,78,95,130,161,0,1,0,0,0,0,0,0,0,0,0,1,4,1,3,4,21,2,3,4,7,5,3,55,11,9,11.0,7.0,-2,-3.3,11,0,0,0,0,557.0,616.0,431.0,471.0,301.0,341.0,26.8,28.3,86.0,92.0,19.0,33.0,25.0,20.0,29.0,30.0,54,50,268.0,323.0,273.0,224.0,98.0,63.0,44.0,38.0,0.2,0.0,0.2,1996.98,68,5.3,115.0,7.0,0.15,0.10416666666666667,0.14583333333333334,1991,31,7065792.32,-9.0,0.4583333333333333,2.25,1.6458333333333333,0.1729166666666667,0.5833333333333334,1.2354166666666666,0.7708333333333334,0.7708333333333334,0.6041666666666666,0.3333333333333333,0.4375,0.1875,0.14583333333333334,0.22916666666666666,1.7916666666666667,1.9166666666666667,0.3958333333333333,0.6875,1277112.3281197657,-22887.671880234266
436,4875000,90-08-16,St. Malo,MB,CAN,CAN,74,205,2008.0,2.0,53.0,R,Hamonic,Travis,D,NYI,49,3,11,6,5,14,-21,-9.3,60,1113,60139,1000.7,20.45,20.44,35.0,41.2,8.0,0.898,979.0,2.04,3.72,35.4,-28,-1.68,157.0,157,109.0,74.0,74,74,2.7,5.0,1.0,4.0,5.0,55.7,50.7,143.7,58,58.0,60.0,-2.0,35,39,14,108,39.0,14.0,108.0,9.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,4,31,1,0,29,5,0,0,39,16,6,12.0,8.0,-10,4.5,10,4,0,2,0,768.0,1168.0,567.0,855.0,423.0,610.0,36.0,56.8,125.0,216.0,34.0,62.0,20.0,35.0,36.0,52.0,56,87,462.0,514.0,401.0,314.0,164.0,129.0,51.0,44.0,0.7,-0.1,0.6,1856.79,230,7.2,116.1,7.8,0.16,0.061224489795918366,0.22448979591836735,1990,32,7242437.1280000005,-11.7,1.2244897959183674,2.2244897959183674,1.510204081632653,0.05510204081632653,0.10204081632653061,2.9326530612244897,1.183673469387755,1.2244897959183674,0.7142857142857143,0.7959183673469388,0.2857142857142857,2.204081632653061,0.16326530612244897,0.24489795918367346,2.5510204081632653,4.408163265306122,0.6938775510204082,1.2653061224489797,3783758.698265957,-1091241.3017340428
437,925000,95-07-28,Milwaukee,WI,USA,USA,74,209,2013.0,4.0,118.0,R,Fasching,Hudson,RW,BUF,10,0,1,1,0,1,-1,-0.6,2,145,6245,104.1,10.42,10.41,21.0,100.0,2.1,0.965,986.0,0.58,1.15,33.3,-1,-0.58,13.0,13,9.0,6.0,6,6,1.0,4.0,0.0,1.0,1.0,15.8,15.8,82.0,17,17.0,6.0,11.0,3,1,1,2,1.0,1.0,2.0,2.2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,5,1,2,1.0,2.0,1,0.0,1,0,0,0,0,87.0,89.0,67.0,72.0,47.0,57.0,3.7,4.3,15.0,11.0,1.0,2.0,1.0,4.0,4.0,3.0,5,7,42.0,41.0,61.0,38.0,12.0,8.0,5.0,4.0,-0.2,0.1,-0.1,391.0,21,18.0,101.5,1.3,0.13,0.0,0.1,1995,27,7383752.974400001,-0.4,0.2,0.9,0.6,0.1,0.4,8.2,1.7,0.6,0.3,0.1,0.1,0.2,0.2,0.1,1.5,1.1,0.1,0.2,844715.5799637636,-80284.4200362364
439,925000,93-04-20,Brockville,ON,CAN,CAN,74,207,2012.0,5.0,147.0,L,Hutton,Ben,D,VAN,71,5,14,6,8,19,-22,-11.6,31,1780,87317,1450.9,20.5,20.48,35.0,38.8,7.3,0.911,983.0,2.03,2.52,44.5,-12,-0.5,268.0,267,175.0,130.0,130,130,5.6,14.0,5.0,8.0,13.0,48.3,48.0,140.6,46,46.0,101.0,-55.0,45,50,31,106,50.0,31.0,106.0,8.7,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,1,0,0,0,2,0,2,5,38,2,1,38,10,0,0,79,14,5,14.0,7.0,-9,4.1,13,1,0,0,0,1280.0,1214.0,936.0,914.0,675.0,684.0,63.7,59.5,247.0,232.0,49.0,61.0,55.0,32.0,63.0,60.0,118,92,713.0,639.0,423.0,459.0,188.0,133.0,77.0,57.0,0.9,2.0,2.9,2691.79,184,5.9,103.1,20.0,0.28,0.07042253521126761,0.19718309859154928,1993,29,7313095.051200001,-10.4,0.43661971830985913,2.464788732394366,1.8309859154929577,0.07887323943661971,0.19718309859154928,1.980281690140845,0.647887323943662,1.4225352112676057,0.6338028169014085,0.704225352112676,0.43661971830985913,1.4929577464788732,0.09859154929577464,0.19718309859154928,3.4788732394366195,3.267605633802817,0.6901408450704225,0.8591549295774648,1115971.6835687575,190971.6835687575
441,2300000,89-02-21,Ann Arbor,MI,USA,USA,73,219,2007.0,1.0,18.0,L,Cole,Ian,D,PIT,81,5,21,11,10,26,26,6.0,72,2109,96325,1602.1,19.82,19.81,35.5,32.9,10.3,0.91,1013.0,2.96,3.0,49.7,-1,-0.04,220.0,220,157.0,89.0,89,89,4.2,5.0,5.0,2.0,7.0,47.5,47.2,156.3,164,164.0,215.0,-51.0,68,50,32,194,50.0,32.0,194.0,11.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,4,1,2,6,59,1,0,26,10,1,1,50,31,15,30.0,9.0,-16,-6.1,29,2,0,0,0,1373.0,1696.0,1039.0,1191.0,764.0,887.0,68.7,87.3,238.0,287.0,79.0,80.0,59.0,95.0,58.0,64.0,117,159,734.0,837.0,758.0,870.0,207.0,182.0,105.0,97.0,1.4,4.2,5.6,2909.04,432,6.8,114.9,32.1,0.4,0.06172839506172839,0.25925925925925924,1989,33,7529346.231600001,20.0,0.8888888888888888,1.9382716049382716,1.0987654320987654,0.05185185185185186,0.06172839506172839,1.9296296296296298,2.0246913580246915,2.654320987654321,0.8395061728395061,0.6172839506172839,0.3950617283950617,2.3950617283950617,0.1111111111111111,0.37037037037037035,2.9382716049382718,3.54320987654321,0.9753086419753086,0.9876543209876543,3269245.7376957163,969245.7376957163
444,1250000,85-08-12,Kitchener,ON,CAN,CAN,74,216,2003.0,4.0,132.0,L,Quincey,Kyle,D,CBJ/N.J,73,6,9,5,4,15,4,-6.0,51,1794,78375,1294.9,17.8,17.81,31.7,34.9,7.6,0.92,996.0,1.99,2.64,43.0,-14,-0.65,161.0,163,94.0,77.0,79,79,3.1,4.0,3.0,1.0,4.0,49.5,47.4,100.0,97,95.0,73.0,22.0,17,38,19,97,36.0,18.0,95.0,7.4,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,0,1,0,1,3,13,3,0,51,11,0,0,14,24,9,23.0,5.0,-15,-10.2,23,1,0,0,0,976.0,1289.0,743.0,973.0,566.0,711.0,46.3,67.4,150.0,219.0,43.0,57.0,21.0,47.0,41.0,55.0,62,102,546.0,568.0,501.0,441.0,173.0,132.0,92.0,77.0,0.7,3.4,4.1,2785.54,246,5.0,105.0,10.5,0.14,0.0821917808219178,0.1232876712328767,1985,37,7631055.705600001,10.0,0.6986301369863014,1.2876712328767124,1.0547945205479452,0.04246575342465753,0.0547945205479452,1.36986301369863,1.3287671232876712,1.0,0.2328767123287671,0.5205479452054794,0.2602739726027397,1.3287671232876712,0.0684931506849315,0.3150684931506849,2.0547945205479454,3.0,0.589041095890411,0.7808219178082192,1558914.2481005462,308914.2481005462
445,675000,88-07-11,Winston-Salem,NC,USA,USA,71,198,2008.0,6.0,169.0,R,Smith,Ben,RW/C,COL/TOR,40,2,2,1,1,4,-7,-2.7,4,712,27519,458.1,11.47,11.46,21.1,50.0,5.2,0.908,960.0,1.05,3.67,22.2,-20,-2.62,56.0,56,44.0,30.0,30,30,4.0,16.0,2.0,3.0,5.0,29.7,23.2,33.0,29,29.0,57.0,-28.0,14,5,9,41,5.0,9.0,41.0,7.1,241,227,241.0,227.0,51.5,91.6,128,152,75,59,38,16,78,70,113,101,123,131,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,13,3,0,1,12,2,0,12,2,3,2.0,3.0,1,0.9,2,0,0,0,0,296.0,581.0,221.0,423.0,155.0,304.0,14.4,26.2,49.0,85.0,8.0,28.0,8.0,25.0,18.0,16.0,26,41,256.0,255.0,300.0,249.0,60.0,49.0,32.0,27.0,-0.6,0.2,-0.4,1715.42,74,19.0,114.9,0.6,0.02,0.05,0.05,1988,34,6439458.0888,-4.3,0.1,1.1,0.75,0.1,0.4,0.825,0.725,1.425,0.35,0.125,0.225,1.025,0.075,0.05,1.225,2.125,0.2,0.7,722116.2322737146,47116.23227371462
446,635000,93-01-16,Brampton,ON,CAN,CAN,75,205,2012.0,4.0,96.0,L,Thomson,Ben,LW,N.J,3,0,0,0,0,0,-4,0.3,4,47,1960,32.6,10.88,10.88,20.0,0.0,0.0,0.778,778.0,0.0,7.35,0.0,-4,-7.35,8.0,8,8.0,7.0,7,7,0.8,3.0,1.0,0.0,1.0,20.1,24.0,0.0,7,7.0,7.0,0.0,1,1,0,1,1.0,0.0,1.0,4.3,0,1,0.0,1.0,0.0,4.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,4,2,1,2.0,1.0,-1,-2.0,2,0,0,0,0,29.0,23.0,24.0,19.0,17.0,18.0,1.9,1.4,7.0,6.0,0.0,4.0,2.0,0.0,3.0,1.0,5,1,7.0,16.0,22.0,16.0,3.0,0.0,4.0,1.0,-0.1,-0.1,-0.2,130.4,12,3.5,95.6,0.1,0.02,0.0,0.0,1993,29,7439501.25,-4.3,1.3333333333333333,2.6666666666666665,2.3333333333333335,0.26666666666666666,1.0,0.0,2.3333333333333335,2.3333333333333335,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.3333333333333335,2.0,0.0,1.3333333333333333,851134.9532449173,216134.95324491733
451,4300000,88-08-26,Scarborough,ON,CAN,CAN,74,185,2007.0,2.0,61.0,R,Simmonds,Wayne,RW/LW,PHI,82,31,23,13,10,54,-18,3.2,122,2049,93343,1543.8,18.95,18.92,31.4,60.7,9.4,0.896,990.0,3.46,2.68,56.3,20,0.78,397.0,397,318.0,224.0,224,224,33.0,139.0,28.0,32.0,60.0,26.4,24.5,270.5,162,162.0,89.0,73.0,94,39,38,60,39.0,38.0,60.0,4.5,8,9,8.0,9.0,47.1,1.0,0,0,1,1,7,8,3,2,2,1,4,7,1,9,4,0,0,0,5,1,1,6,6,0,12,1,6,11,76,18,5,7,52,25,2,115,40,21,31.0,17.0,-19,-6.6,31,6,0,2,1,1830.0,1336.0,1350.0,945.0,950.0,664.0,97.4,59.6,338.0,205.0,89.0,69.0,86.0,50.0,87.0,81.0,173,131,848.0,800.0,644.0,521.0,250.0,139.0,97.0,117.0,5.1,1.2,6.3,3373.26,350,6.5,123.0,53.1,0.65,0.3780487804878049,0.2804878048780488,1988,34,6535857.896000001,-21.2,1.4878048780487805,3.8780487804878048,2.731707317073171,0.4024390243902439,1.6951219512195121,3.298780487804878,1.975609756097561,1.0853658536585367,1.146341463414634,0.47560975609756095,0.4634146341463415,0.7317073170731707,0.2073170731707317,0.3780487804878049,4.121951219512195,2.5,1.0853658536585367,0.8414634146341463,4710917.418062346,410917.41806234606
452,2000000,80-11-25,Indianapolis,IN,USA,USA,70,185,2000.0,5.0,159.0,L,Liles,John-Michael,D,BOS,36,0,5,3,2,5,1,3.1,4,776,35007,584.0,16.22,16.22,28.5,25.0,6.6,0.922,987.0,2.05,1.95,51.3,1,0.1,86.0,86,55.0,36.0,36,36,1.8,1.0,1.0,1.0,2.0,52.3,43.2,63.6,25,25.0,43.0,-18.0,19,8,11,41,8.0,11.0,41.0,8.8,2,0,2.0,0.0,100.0,0.4,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,16,10,0,0,10,2,6,2.0,5.0,4,6.1,2,0,0,0,0,557.0,465.0,421.0,337.0,305.0,243.0,24.1,19.0,71.0,55.0,20.0,19.0,12.0,12.0,26.0,14.0,38,26,289.0,237.0,203.0,234.0,61.0,68.0,29.0,40.0,-0.2,1.5,1.3,1462.97,70,18.0,105.0,11.4,0.32,0.0,0.1388888888888889,1980,42,5848375.4,-2.1,0.1111111111111111,1.5277777777777777,1.0,0.05,0.027777777777777776,1.7666666666666666,0.6944444444444444,1.1944444444444444,0.5277777777777778,0.2222222222222222,0.3055555555555556,1.1388888888888888,0.1388888888888889,0.05555555555555555,1.9722222222222223,1.5277777777777777,0.5555555555555556,0.5277777777777778,1904007.5472423136,-95992.45275768638
